label	text
positive	aus die Internet %PosSmiley Schau einfach mal auf Youtube %PosSmiley ( @YouTube
neutral	aber sein nicht lange die Hauptproblem die Effizienz ? also Lebensdauer d Modul V Kosten / Erzeugung usw ?
neutral	Focus Playoffs zu Champions League - Schalk ganz schwach : nur 1:1 gegen PAOK Saloniki : und plö ... %Link nachrichten
neutral	"Merkel sehen bisher blasen aus ! Steinbrück führen nach Punkt , eindeutig ! die Duell gefallen mir. tvduell #btw2013"
positive	was machen du heute noch so mein süßen ? %PosSmiley i love you %PosSmiley ❤️
neutral	Interessant wer nutzen nun Tebartz Luxus Bischofssitz ? %PosSmiley viele Katholik nehmen auch Auszeit sie treten aus Kirche aus %PosSmiley
negative	die sein voll lang her und nicht mal ernst ! : c
neutral	schwierig Lehrstellenmarkt ( Kommentar )
negative	dann frieren ich lieb D:
neutral	"sicher : Schnaps , rum , weinen , Sekt ..."
neutral	" Moin , Moin !  mein Dame ! ff &amp;"
neutral	"@card@ Wellensittich : halten , pflegen , beschäftigen"
negative	%User nicht lustig
neutral	Lese|Lesen gegen die Totschweigen : Stalin - Opfer erhalten ihr Name zurück %Link via %User
neutral	KPMG : jede viert Schweizer Privatbank machen Verlust
negative	@card@ MB von mein 2000 MB Urlaub - Datenvolumen sein verbrauchen . dann müssen ich morgen wohl wieder nach Haus zurückfliegen !
neutral	"Brauch eine WLAN Repeater . irgendwelche Empfehlung ? sollen nicht zu teuer sehen , maximal 40 Euro ."
positive	auf bus warten spätdienst keine Lust aber wir mädels kochen yeei kalt warm Pulli an ...
negative	samen shit again %NegSmiley ak abschlussklasse 10 rsbonlanden Realschule scheißen schulen
positive	"die %User alle Gute ! danke auch , dass du jede Tag meinen TL vers ... chönerst %PosSmiley"
neutral	%Link Bommeleeër - Prozess - alle drehen sich um die Alibi
neutral	mehr Monster gegen ( die arm ) Tokyo : %Link
positive	"Migration ich wollen , dass in Deutschland auch Migranten sicher leben können . ohne Angst vor recht Terror ...."
positive	mein letzt tweets ergeben so viele Sinn %PosSmiley
neutral	Soo Hyun machen sich nie nichts aus Dong Ho %PosSmiley
neutral	sehr bedenklich ...
neutral	Saxophon suchen rhytmusgitarre Musiker Künstler Band Adoode %PosSmileyE kostenlos Kleinanzeige : Suche rhytmusgi ...
neutral	"Borussia Dortmund : Gündogan fallen|fällen zwei Woche aus : Ilkay Gündogan , Mittelfeldspieler bei Borussia Dortmund , fä ..."
positive	"keine Problem . wir müssen was machen , damit Cody überall bekannt werden und mehr Konzert in Deutschland mal ..."
neutral	kennen sich jemand mit Gold Hamster|Hamstern aus ?
neutral	Faymann wirken trotz schwach Bucher sehr nervös ! warum ? %PosSmiley spö - orfwahl13
positive	dies Gewalt an dies arm Gerät nehmen auch immer mehr zu ... sowas .. %PosSmiley
positive	ich mein wie können man nicht bei dies Lächeln und die Auge ?!
neutral	"international Fußball : Achtung , BVB ! Özil "" machen die Unterschied "" : Achtung , Dortmund ! je ... %Link football Fußball"
neutral	"Darren , Fabian und Alex haben erfolgreich die Summer Breeze @card@ überleben ! die Restalkohol sein so langsam aus die ..."
neutral	"Spengler es Zukunft : BMW ja , Schnitzer vielleicht DTM"
neutral	ich sein gerne schwarz gebären . - tanzen - nie wieder bräunen - geil haaren - einfach Nice essen - just black
positive	 alle cool  laufen gerade bei Berlin Tag &amp; Nacht %PosSmiley Niceeee ! wer haben es sehen ? jede die es verpassen können es ......
neutral	Suhrkamp : gläubig billig Insolvenzplan
neutral	Job Stellenangebot - Daimler AG : Praktikum ab Oktober @card@ in Bereich Brand Management / Internal Branding
neutral	was machen jemand attraktiv ? - Öhm ... ich werden gerne mein Joker befragen ...
neutral	mehr Staatsanwalt sollen Tierquälerei in Nds ahnden . Hintergrund : neu Vorwurf gegen Wiesenhof .
negative	Kutmichelle %NegSmiley ..
positive	die Liebe unter Verwandte . : ' 3
negative	Cros Kindermusik brauchen keine .
positive	Extrem viele Braunschweiger hier . %PosSmiley gut Spiel %User - live %User ! sweger
positive	Moin Moin ... trotz Regen wünschen ich ihr eine Happy Castle Monday
negative	"Tja , die Iran wissen sehr gut , dass sie die eigentlich Ziel sein ..."
neutral	oh. doch keine Komödie mit Leslie nielsen. schauen nach eine demenz - Drama aus auf puls4 ...
neutral	"Merkel angeblich schon seit @card@ auf Nsa - Überwachungsliste %Link Merkelphone erregen , Million andere nicht !"
neutral	Acer lassen die Bombe platzen : liquid S2 weltweit erst Smartphone mit 4 K - Video Anfang A %Link ...
positive	"so unfassbar müde - gut Nacht , ihr hübsch %PosSmiley"
neutral	"hüpfen rein , vorsichtig , wegen die Knie ! sein beide Seite noch warm !"
neutral	zensiert Werbung : U - Bahn politisch neutral
negative	omg zu schwer
neutral	"er gehören in noch viel mehr belehren ! cool bleiben , Kanzlerin wählen ! Beamter belehren Steinbrück wegen Streichplan"
neutral	Meister die Ego fahren|führen aus die Schatten die Scheinwerferlicht und dirigieren aus die Dunkeln die Puppenhandlung .
positive	"ich dürfen als 6- jähriger bei mein Vater mal an eine Reval ohne Filter ziehen , da sein die Thema Rauchen durch %PosSmiley"
neutral	DTN Germany : Verband warnen : US - Haushaltsstopp gefährden deutsch Wirtschaft : noch liegen in die USA nur die ...
negative	da geben ' s wieder was auf die Mütze %NegSmiley
positive	jetzt kommen langsam schon wieder die neu Snowboard - Video auf Youtube . Yay . %PosSmiley
neutral	ba - dum tsch !
negative	oh man echt hart %User
neutral	"Station : Gerblingerode , Temp : @card@ °C , Wind : 5 %PosSmiley km / h , Luftdruck : @card@ hpa , Niederschlag : @card@ mm , mehr Wetter unter"
negative	"Och eine , jetzt singen Nicole auch noch ? HILFE. sg"
neutral	"US government shut down ? Wow what dösen The nilsding · Gleis - ich sein allein , mal wieder ganz allein ."
neutral	unser groß Feind
neutral	Städteboom gefährden Mensch und Natur %Link CSR Nachhaltigkeit Megacity Politik
positive	" Willkommen , bienvenü , welcome ! Fremde , etranger , stranger . Gluklich zu sehen , je suis enchante , Happy to see you , bleiben , Rest , stay . "
negative	haben gerade echt Bock Iwo allein zu sein .. aber mein Zimmer is ja verbuchen und in die von mein Bro halt ich ich nicht lang als nötig auf
neutral	Sie freuen sich aufs 2. Kind - Brian Austin Green : ich erfüllen Megan .. klein Ablenkung ! %Link
neutral	"Hey , die sein dann wohl ich !"
negative	"Hmm - Client Tweetdeck funzt es . Weird shit . Naja , dann halt Client ."
neutral	"ich wissen leider nicht einmal , was bei ich gerade überwiegen uwu ..."
neutral	"Verkauf Spirit E210 Orinigal : Bedburg , Erft | ich müssen leider mein Weber Gasgrill Spirit E210 Original verk ..."
neutral	"Chen : "" wir müssen positiv denken "" : die jung Abwehrspieler Roberto Chen mögen mit die Nationalelfe Panama Ges ..."
neutral	Kostenlose polnisch - Demoversion / kostenloser Demo Sprachkurs vor die Kauf hier gratis testen %Link @card@ @card@
neutral	Kurier ( m / w ) in Hamburg : Hamburg | Kurier ( m / w ) in Hamburg Kurier ( m / w ) in Hamburg für unser Kunde aus ...
neutral	Syrien wollen international Chemiewaffenkonvention beitreten : %Link breaking
negative	bei SdR werden 4 Mercedes für 1 Zuschauer verlosen . nicht etwa 1 Mercedes für 4 Zuschauer . Sinn ?
neutral	Lauenstein edel bitter Spezialität
neutral	Schwesig - über Betreuungsgeld müssen verhandeln werden
neutral	was uhrm ich checken nichts mehr
positive	Dank . hübsch klein Kerl . %PosSmiley
neutral	 es geben keine dritt Geschlechtseintrag 
positive	"Zitat von ihr : "" ich lernen gerade gelassener zu sein und regen ich kaum noch auf . "" HAHAHAHAHA"
neutral	Atmosphäre Meer Kalk Kiel Miesmuschel Miesmuschel wachsen auch in sauer Meer
neutral	"Fr , @ord@ September , ab @card@ Uhr Live Abdeckung die <UNKNOWN> Farm Payrolls . Teilnahme ohne Anmeldung möglich unter :"
neutral	E. on - Aktie : trügerisch Sicherheit %Link FINANZNACHRICHTENde Börse
neutral	"Knipex @card@ 21 40 LE Werkzeugkoffer "" BIG Twin "" leer , belastbar bis 30 kg ; Masse innen @card@ x ( @card@ x 105) x 350 mm"
neutral	was essen ich denn nachher bei McDonald ' s oder doch lieb Burger King ?!
positive	Macht doch nichts . ich finden es lustig %PosSmiley
neutral	ringo starr never wore underwear either solidarity
positive	"Hallo Poldi , ich werden heute abend auch da sein ! ich tragen dein Trikot von letzt Saison ... also Auge auf ! %PosSmiley"
positive	Underso : wir müssen mal frühstücken . eine großartig Mahlzeit !
positive	endlich ! Uli Hoeness schlagen zurück . Steueraffäre stern vorverurteilung informant
neutral	Börsegrafik die Woche : die wertvoll Unternehmen
negative	wiebitte wiegehts sozial Wohnungsbau .. die haben was von Brennpunkt schaffen ! ganz schlecht !
neutral	unerwünscht Werbetext : Wikipedia sperren @card@ PR - Accounts ...
positive	gut Morgen Mädel und Junge es die TL ! eine schön Tag ihr ! wer noch können dürfen gern weiter kuscheln ! draußen sein ungemütlich ...
positive	%User nicht wenn man aus Prinzip die Club als Meister nennen %PosSmiley
negative	"Ok ich kommen so nicht klar , haben gerade mein Gastvater aus England treffen|triefen ."
neutral	"Preisabschlag @card@ Preis : @card@ Euro . Textilie : LERROS Dame Blazer @card@ , Gr. @card@ Weiß ( WHITE 100 ) ."
neutral	beibe
neutral	we sleep together like a normal couple .
negative	"Ok , ich können bald keine fast Food mehr sehen"
neutral	Koalitionspoker mit CDU / CSU : Nahles machen Druck bei Mindestlohn %Link via %User
neutral	auch top facepalm O - Ton aus die %User Wahl - Kampagne : wer nicht wählen dürfen sich spät nicht beschweren . was ? was ? was ?
neutral	warum ich gegen eine groß Koalition von SPD und CDU sein . eine Blog von SPD - Mitglied Tarek Masoud &gt; &gt;
neutral	"joa , wie verwählen halt ."
positive	Mr Fahrenheit ' ich fühlen ich gut ich stehen auf Berlin ' streetart Dircksenstr. mitte wheatpaste ...
neutral	heute fallen zwei wichtig Gerichtsentscheidung für Dortmund - wir berichten aktuell über ... ( cont )
neutral	warum so früh ?
neutral	offen Kamin Design : gut gefallen Sorte elektrisch Kamin beziehen sich ...
neutral	Warte|Warten ( @ echt Echterdinger Brauhaus )
neutral	ard n24 ntv sehen die neu Omnium Gatherum - Video ‘The Sonic Sign’ zuerst hier : aus die aktu ... %Link rtl sat1 pro7
neutral	mein Empfehlung : %User ...
neutral	%User vielleicht sein mit begrenzt Zeitraum zu download nur meinen dass man nach die 31 die Download nicht mehr lange kaufen können
positive	"Blitz , Krach , dann eine Guss %PosSmiley"
neutral	Bürogerät Bürogerät Kleinanzeige Kleinanzeige kostenlos aufgeben Bürogerät verkaufen Bürobedarf Anzeige|Anzeigen
neutral	%Link news möglich Intervention : deutsch Politiker warnen vor Militärschlag in ...
positive	"Haufenweise Forenbeiträge : "" ... haben dann SSL abschalten , jetzt gehen ' s wieder ... "" wie sagen man da doch gleich ? ach ja : Worse t ..."
neutral	"Designer "" Verena Michelitsch """
negative	"ihr machen ihr öffentlich und wollen Diskurs , also klagen nicht , dass er öffentlich stattfinden %User ..."
neutral	"ich meinen Ding , die praktisch jede in Haus haben . Mehl , Wasser , Rasierklinge , Keks . haben außer Aspirin noch nie Schmerzmittel kaufen"
neutral	nichts !
neutral	"... Hey , sein nicht sauer , und , die haben ich nie behaupten , aber die Rolle eine Jesper Nielsen und Dietmar Hopp sein eindeutig"
neutral	"Premier League - Suarez unverkäuflich , Gervinho nicht"
neutral	Studie : Smartphones verdrängen Handy in Deutschland
positive	mal bitte nicht so frech . ja ? %PosSmiley
negative	Jols Föhn blasen schlecht .
neutral	nur online checken ? Facebook Firmenseite✔ ( Fanpage ) mit ★TAUSENDEN Fan kaufen ? ➽ %Link ✔
neutral	"bitten !.. zu bespiel , .."
neutral	"Sie suchen er : Burgau , Schwabe | wre haben lust. gegen TG sein 25 jahre. suchen mann um die 40 bis 60 jahre. was ..."
negative	"irgendwie scheißen eine Kanne stark Kaffee zu trinken , wenn man vorher monatelang max. eine groß Pot trinken haben ."
neutral	"haben die tweet löschen , falls fragen einfach nochmal melden"
positive	wir gratulieren Michael Feichtenschlager und die Faustball Austria Team zu hervorragend dritt Platz bei die ...
positive	die was echt zn sarcastische lachen weetjewel .
positive	Filigran sein jetzt nie so die Stil grün Politik ... %PosSmiley
negative	"haben jetzt Sushi Reis in die Wohnung , aber keine Reiskocher . toll !"
positive	voll nicht %PosSmiley .
negative	ah gezellig %PosSmiley eindelihk iemand die ik ken !
neutral	nicht äußerst rechts fahren
negative	alarmierend Studie : 68 Prozent alle Erstwähler können keine Stift mehr bedienen ...
neutral	Citi senken Gewinnschätzung die Telekom Austria
neutral	nope machen keine Ärger mehr %PosSmiley
neutral	"Foto von die Aktion für die Aktionswoche Drogenpolitik aus Köln , Konstanz und Hamburg : %Link . ..."
neutral	◄Dr . Sahra Wagenknecht %User : Merkel irren : SPD bei Bankenrettung leider zuverlässig %Link Linke + Illner Btw13
neutral	widerstehen Vereinigte Staat kritisieren deutsch Exportüberschuss %Link BRD
neutral	Züchterin verkaufen 3 jährige Pferd : Birkenheide | Züchterin verkaufen interessant gezogen 3 jährige Pferd . gut ...
negative	 @card@ Prozent machen nicht richtig mit 
neutral	 Memorandum of <UNKNOWN>  zu gem . Fernmeldeaufklärung von Nsa BND von Steinmeier unter rotgrün in @card@ verhandeln
negative	peinlich Ergebnis !
neutral	"wer ranted , die die Piratenpartei blöd Liste aber gut Programm haben , sollen mit Kandidatenantworten vergleichen ..."
negative	dritt groß Chance für kaka ... knapp vorbei %NegSmiley lazio ( bisher ) ohne Chance !
neutral	AMAZON Top gratis @card@ von nun an für immer .. %Link Buch KINDLE Belletristik
positive	die Schiedsrichter pfeifen die Partie ab SG Westerdöfft gewinnen gegen BSC mit 2:1 und feiern
neutral	Dinner mit Aussicht .
neutral	Formel @card@ Vettels einzigartig Sieg frustrieren Webber so wie in Japan haben Vettel @card@ noc %Link
neutral	what Now ? : what now ? die bleiben natürlich unbeantwortet . die Frage verweisen nicht nur auf eine akut ... %Link Kunst
negative	Obama treffen sich wegen Schnowden Asyl nicht mit Putin . Menschenrechtsverletzung die Russe sein bislang keine Absage ...
positive	Handkäse fast flüssig . sehr gut . ( @ Weinhaus Kurfürst )
negative	Nadie me escribe ok
neutral	ich haben eine Video zu eine %User-Playlist hinzufügen : %Link Lil Wayne - Before Tune Gets Back ( feat . Lil
neutral	"sein derselbe , die Stephen du schicken . schicken er per DM ... ach eine ... hier :"
neutral	Sportwagen : groß Nachfrage nach Alfa Romeo 4 C : mit ihr neu Sportwagen wollen die Italiener eine klein we ...
neutral	"einen Mensch lieben heißen einwilligen , mit er alt zu werden %PosSmileyeutsch Albert Camus Zitat über die Liebe Deutschland"
positive	auf zu Uni .
neutral	Onlinespiel gratis XBlaster Kampf - Mechs Onlinespiel %Link einfach ausprobieren Weltraum XBlaster Mechs
neutral	Weltwirtschaft : Anzeichen eine global Aufschwung
positive	Heidi sehen immer perfekt aus ❤
neutral	viele Südeuropäer enden in Hartz IV
negative	Übergriffige WWF Drücker ...
neutral	hugo Beil gewaltliteraten
positive	Mehlwurm essen . schmecken gut !
neutral	deutsch Steuerzahler haften mit 86 Milliarde Euro für Krisenländer
neutral	"Neuland wettern donnern nato Terror natürlich sein Gewitterdonner unheimlich , aber eben nur Donnergeräusche ..."
neutral	neu : Neuss : Wohnungseinbrecher machen reichlich Beute
neutral	"Elektronik @card@ Kindle Paperwhite [ Vorgängermodell ] , 15 cm ( 6 Zoll ) hochauflösend Display mit integriert B ..."
neutral	gigs4u gigs Comic BLOGGER WANTED ! ( San Diego ) %Link SD sandiego ca
positive	mein Wahl - o - mat - Ergebnis überraschen ich überhaupt nicht %PosSmiley auch testen ? %Link
neutral	zählen die schon als Fetisch ? domian
neutral	41 um genau zu sein . gefühlt Alter : 16 %PosSmiley
neutral	was bedeuten Verkehrsunfall - Gutachterkosten ? unter die Gutachterkosten nach eine Verkehrsunfall
neutral	romantisch Abenteuer romantisch Abenteuer &amp; nbsp ; Frau lieb Abenteuer . Frau hassen langweilig T ..
